contigName	contigLen	totalAvgDepth	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam-var
NODE_27853_length_282_cov_1.16931	282	0.901515	0.901515	0.089463
NODE_27854_length_282_cov_1.16931	282	4.24242	4.24242	2.87208
NODE_27855_length_282_cov_1.16931	282	6.4697	6.4697	1.24335
NODE_27856_length_282_cov_1.16402	282	5.93939	5.93939	0.545918
NODE_27857_length_282_cov_1.15344	282	5.91667	5.91667	0.931933
NODE_27858_length_282_cov_1.14815	282	4.06818	4.06818	2.20142
NODE_27859_length_282_cov_1.14815	282	6.33333	6.33333	0.880407
NODE_27860_length_282_cov_1.11111	282	4.07576	4.07576	0.559103
NODE_27861_length_282_cov_1.08466	282	4.34848	4.34848	0.518853
NODE_27862_length_282_cov_1.04233	282	6.46212	6.46212	1.2123
NODE_27863_length_282_cov_1.03175	282	5.41667	5.41667	2.16858
NODE_27864_length_282_cov_1.02646	282	4.67424	4.67424	0.664064
NODE_27865_length_282_cov_1.02116	282	2.4697	2.4697	2.69373
NODE_27866_length_282_cov_1.02116	282	6.50758	6.50758	1.03048
NODE_27867_length_282_cov_1.01587	282	6.25	6.25	1.97519
NODE_27868_length_282_cov_1.01058	282	3.18939	3.18939	0.582176
NODE_27869_length_282_cov_1.01058	282	4.68182	4.68182	1.79112
NODE_27870_length_282_cov_1	282	3.55303	3.55303	0.554419
NODE_27871_length_282_cov_1	282	5.04545	5.04545	1.08189
NODE_27872_length_282_cov_0.994709	282	7.12121	7.12121	1.26764
NODE_27873_length_282_cov_0.989418	282	3.9697	3.9697	0.243349
NODE_27874_length_282_cov_0.978836	282	5.50758	5.50758	1.10681
NODE_27875_length_282_cov_0.978836	282	5.72727	5.72727	1.63498
NODE_27876_length_282_cov_0.973545	282	5.63636	5.63636	3.54615
NODE_27877_length_282_cov_0.931217	282	6.26515	6.26515	1.89099
NODE_27878_length_282_cov_0.925926	282	4.29545	4.29545	5.6296
NODE_27879_length_282_cov_0.904762	282	4.93939	4.93939	3.27874
NODE_27880_length_282_cov_0.89418	282	3.35606	3.35606	1.49821
NODE_27881_length_282_cov_0.888889	282	3.34091	3.34091	0.287474
NODE_27882_length_282_cov_0.835979	282	3.51515	3.51515	0.786028
NODE_27883_length_282_cov_0.835979	282	3.91667	3.91667	2.10751
NODE_27884_length_282_cov_0.835979	282	2.07576	2.07576	0.803377
NODE_27885_length_282_cov_0.830688	282	3.68182	3.68182	1.2873
NODE_27886_length_282_cov_0.830688	282	4.59848	4.59848	2.41007
NODE_27887_length_282_cov_0.825397	282	3.35606	3.35606	1.28447
NODE_27888_length_282_cov_0.820106	282	3.28788	3.28788	2.26764
NODE_27889_length_282_cov_0.820106	282	2.63636	2.63636	0.385843
NODE_27890_length_282_cov_0.814815	282	3	3	0.396947
NODE_27891_length_282_cov_0.809524	282	3.78788	3.78788	0.824891
NODE_27892_length_282_cov_0.804233	282	3.40152	3.40152	0.852822
NODE_27893_length_282_cov_0.772487	282	2.84848	2.84848	0.969234
NODE_27894_length_282_cov_0.772487	282	3.43939	3.43939	1.39325
NODE_27895_length_282_cov_0.751323	282	3.56061	3.56061	1.42378
NODE_27896_length_282_cov_0.730159	282	3.97727	3.97727	0.724672
NODE_27897_length_282_cov_0.730159	282	3.30303	3.30303	1.08304
NODE_27898_length_282_cov_0.724868	282	5.12121	5.12121	1.16077
NODE_27899_length_282_cov_0.719577	282	3.66667	3.66667	1.99491
NODE_27900_length_282_cov_0.714286	282	3.48485	3.48485	0.404349
NODE_27901_length_282_cov_0.703704	282	3.43939	3.43939	1.9276
NODE_27902_length_282_cov_0.698413	282	3.27273	3.27273	0.3678
NODE_27903_length_282_cov_0.693122	282	2.41667	2.41667	2.18384
NODE_27904_length_282_cov_0.68254	282	3.49242	3.49242	0.465591
NODE_27905_length_282_cov_0.677249	282	2.12879	2.12879	0.174127
NODE_27906_length_282_cov_0.671958	282	2.09848	2.09848	0.10473
NODE_27907_length_282_cov_0.671958	282	3.45455	3.45455	0.4483
NODE_27908_length_282_cov_0.671958	282	3.99242	3.99242	1.13735
NODE_27909_length_282_cov_0.666667	282	3.14394	3.14394	0.429505
NODE_27910_length_282_cov_0.666667	282	2.45455	2.45455	0.55517
NODE_27911_length_282_cov_0.666667	282	2.01515	2.01515	0.74786
NODE_27912_length_282_cov_0.666667	282	2.81061	2.81061	0.18523
NODE_27913_length_282_cov_0.661376	282	4.30303	4.30303	1.32732
NODE_27914_length_282_cov_0.661376	282	2.03788	2.03788	0.26573
NODE_27915_length_282_cov_0.661376	282	2.7197	2.7197	0.554418
NODE_27916_length_282_cov_0.634921	282	2.09848	2.09848	0.394807
NODE_27917_length_282_cov_0.587302	282	1.70455	1.70455	0.896773
NODE_27918_length_282_cov_0.566138	282	2.44697	2.44697	0.569686
NODE_27919_length_282_cov_0.534392	282	2.95455	2.95455	2.02845
NODE_27920_length_282_cov_0.52381	282	1.69697	1.69697	0.334953
NODE_27921_length_282_cov_0.507937	282	2.32576	2.32576	0.221316
NODE_27922_length_282_cov_0.507937	282	1.70455	1.70455	0.20975
NODE_27923_length_282_cov_0.507937	282	5.01515	5.01515	1.37381
NODE_27924_length_282_cov_0.502646	282	1.28788	1.28788	0.389776
NODE_27925_length_282_cov_0.502646	282	1.70455	1.70455	0.20975
NODE_27926_length_282_cov_0.497354	282	2.46212	2.46212	0.250463
NODE_27927_length_282_cov_0.497354	282	1.62121	1.62121	0.237104
NODE_27928_length_282_cov_0.497354	282	2.2803	2.2803	0.249075
NODE_27929_length_282_cov_0.492063	282	3.12879	3.12879	0.784814
NODE_27930_length_282_cov_0.47619	282	2.35606	2.35606	1.04019
NODE_27931_length_282_cov_0.470899	282	2.24242	2.24242	0.185057
NODE_27932_length_282_cov_0.460317	282	1.51515	1.51515	0.251677
NODE_27933_length_282_cov_0.460317	282	0.916667	0.916667	0.840332
NODE_27934_length_282_cov_0.455026	282	3.87121	3.87121	1.33443
NODE_27935_length_282_cov_0.417989	282	1.83333	1.83333	0.139949
NODE_27936_length_282_cov_0.396825	282	1.70455	1.70455	0.20975
NODE_27937_length_282_cov_0.375661	282	1.65909	1.65909	0.806558
NODE_27938_length_281_cov_18.5426	281	123.954	123.954	722.013
NODE_27939_length_281_cov_3.14894	281	11.8702	11.8702	5.39073
NODE_27940_length_281_cov_2.46277	281	10.4809	10.4809	2.26694
NODE_27941_length_281_cov_2.19681	281	5.49618	5.49618	6.09806
NODE_27942_length_281_cov_1.95213	281	4.67176	4.67176	1.26835
NODE_27943_length_281_cov_1.8617	281	5.60305	5.60305	13.3797
NODE_27944_length_281_cov_1.85106	281	10.9847	10.9847	8.72284
NODE_27945_length_281_cov_1.79787	281	8.29008	8.29008	1.79213
NODE_27946_length_281_cov_1.53723	281	9.69466	9.69466	6.62913
NODE_27947_length_281_cov_1.50532	281	5.61832	5.61832	0.376277
NODE_27948_length_281_cov_1.46277	281	6.51145	6.51145	0.944099
NODE_27949_length_281_cov_1.3883	281	4.18321	4.18321	0.396947
NODE_27950_length_281_cov_1.34574	281	4.80153	4.80153	0.667997
NODE_27951_length_281_cov_1.33511	281	5.85496	5.85496	2.55573
NODE_27952_length_281_cov_1.31915	281	5.54198	5.54198	0.52707
NODE_27953_length_281_cov_1.30319	281	4.12214	4.12214	0.723429
NODE_27954_length_281_cov_1.29255	281	4.43511	4.43511	5.18614
NODE_27955_length_281_cov_1.2766	281	5.10687	5.10687	0.680799
NODE_27956_length_281_cov_1.24468	281	3.83206	3.83206	1.2485
NODE_27957_length_281_cov_1.23936	281	5.79389	5.79389	1.64181
NODE_27958_length_281_cov_1.23404	281	4.40458	4.40458	0.658134
NODE_27959_length_281_cov_1.20745	281	4.60305	4.60305	1.10276
NODE_27960_length_281_cov_1.18085	281	5.40458	5.40458	0.642749
NODE_27961_length_281_cov_1.18085	281	5.36641	5.36641	1.04932
NODE_27962_length_281_cov_1.17553	281	4.33588	4.33588	1.28632
NODE_27963_length_281_cov_1.17021	281	4.32061	4.32061	0.542572
NODE_27964_length_281_cov_1.16489	281	4.77863	4.77863	0.789079
NODE_27965_length_281_cov_1.1383	281	4.30534	4.30534	1.56758
NODE_27966_length_281_cov_1.11702	281	7.79389	7.79389	3.70335
NODE_27967_length_281_cov_1.11702	281	3.87023	3.87023	0.5138
NODE_27968_length_281_cov_1.06915	281	5.10687	5.10687	1.71157
NODE_27969_length_281_cov_1.0266	281	5.59542	5.59542	0.888903
NODE_27970_length_281_cov_1.0266	281	5.9084	5.9084	1.62231
NODE_27971_length_281_cov_1.02128	281	3.87786	3.87786	0.784967
NODE_27972_length_281_cov_1.01596	281	2.25191	2.25191	2.57452
NODE_27973_length_281_cov_1.01596	281	4.28244	4.28244	1.9273
NODE_27974_length_281_cov_1.01596	281	4.08397	4.08397	0.800587
NODE_27975_length_281_cov_1.01064	281	4.56489	4.56489	1.00153
NODE_27976_length_281_cov_1.00532	281	5.57252	5.57252	1.13893
NODE_27977_length_281_cov_1	281	4.69466	4.69466	0.644509
NODE_27978_length_281_cov_1	281	5.29008	5.29008	3.88444
NODE_27979_length_281_cov_0.994681	281	3.91603	3.91603	1.95443
NODE_27980_length_281_cov_0.984043	281	3.67939	3.67939	1.05026
NODE_27981_length_281_cov_0.978723	281	3.53435	3.53435	0.450733
NODE_27982_length_281_cov_0.941489	281	4.08397	4.08397	2.90828
NODE_27983_length_281_cov_0.914894	281	0.946565	0.946565	0.0509689
NODE_27984_length_281_cov_0.909574	281	3.01527	3.01527	0.968995
NODE_27985_length_281_cov_0.87234	281	4	4	2.38462
NODE_27986_length_281_cov_0.861702	281	3.80916	3.80916	0.447915
NODE_27987_length_281_cov_0.856383	281	3.60305	3.60305	0.687375
NODE_27988_length_281_cov_0.851064	281	4.81679	4.81679	1.33541
NODE_27989_length_281_cov_0.845745	281	2.35115	2.35115	0.429595
NODE_27990_length_281_cov_0.845745	281	4.78626	4.78626	2.49243
NODE_27991_length_281_cov_0.845745	281	3.51908	3.51908	0.928479
NODE_27992_length_281_cov_0.840426	281	3.31298	3.31298	0.46283
NODE_27993_length_281_cov_0.840426	281	2.32824	2.32824	0.222196
NODE_27994_length_281_cov_0.835106	281	2.92366	2.92366	0.117205
NODE_27995_length_281_cov_0.835106	281	2.45038	2.45038	0.910981
NODE_27996_length_281_cov_0.829787	281	3.64122	3.64122	0.631826
NODE_27997_length_281_cov_0.81383	281	3.59542	3.59542	1.67352
NODE_27998_length_281_cov_0.771277	281	3	3	0.938462
NODE_27999_length_281_cov_0.765957	281	3.79389	3.79389	3.99566
NODE_28000_length_281_cov_0.760638	281	3.67176	3.67176	1.19143
NODE_28001_length_281_cov_0.75	281	3.28244	3.28244	0.434997
NODE_28002_length_281_cov_0.744681	281	2.67176	2.67176	0.222196
NODE_28003_length_281_cov_0.739362	281	5.10687	5.10687	1.63465
NODE_28004_length_281_cov_0.739362	281	5.66412	5.66412	0.917088
NODE_28005_length_281_cov_0.728723	281	3.91603	3.91603	0.754433
NODE_28006_length_281_cov_0.723404	281	2.21374	2.21374	0.169348
NODE_28007_length_281_cov_0.723404	281	3.19084	3.19084	0.294069
NODE_28008_length_281_cov_0.696809	281	2.9771	2.9771	0.884086
NODE_28009_length_281_cov_0.68617	281	3.34351	3.34351	2.08878
NODE_28010_length_281_cov_0.680851	281	2.9771	2.9771	0.29947
NODE_28011_length_281_cov_0.680851	281	4.0229	4.0229	0.868702
NODE_28012_length_281_cov_0.680851	281	2.03053	2.03053	0.737522
NODE_28013_length_281_cov_0.680851	281	2.81679	2.81679	0.920024
NODE_28014_length_281_cov_0.680851	281	2.32061	2.32061	0.250264
NODE_28015_length_281_cov_0.675532	281	4.99237	4.99237	2.33071
NODE_28016_length_281_cov_0.675532	281	5.14504	5.14504	0.817263
NODE_28017_length_281_cov_0.675532	281	2.64122	2.64122	0.493364
NODE_28018_length_281_cov_0.675532	281	2.89313	2.89313	0.265414
NODE_28019_length_281_cov_0.675532	281	2.90076	2.90076	0.39777
NODE_28020_length_281_cov_0.675532	281	2.0687	2.0687	0.695244
NODE_28021_length_281_cov_0.670213	281	2.84733	2.84733	3.94575
NODE_28022_length_281_cov_0.670213	281	3.65649	3.65649	0.319554
NODE_28023_length_281_cov_0.670213	281	4.19847	4.19847	1.52954
NODE_28024_length_281_cov_0.670213	281	2.55725	2.55725	0.510159
NODE_28025_length_281_cov_0.670213	281	2.57252	2.57252	1.58509
NODE_28026_length_281_cov_0.670213	281	1.71756	1.71756	0.204228
NODE_28027_length_281_cov_0.670213	281	2.9084	2.9084	0.653083
NODE_28028_length_281_cov_0.664894	281	3.54962	3.54962	0.480211
NODE_28029_length_281_cov_0.664894	281	2.32061	2.32061	0.265649
NODE_28030_length_281_cov_0.664894	281	3.73282	3.73282	1.12038
NODE_28031_length_281_cov_0.664894	281	5.65649	5.65649	1.33494
NODE_28032_length_281_cov_0.664894	281	2.59542	2.59542	0.242748
NODE_28033_length_281_cov_0.664894	281	3.27481	3.27481	0.69313
NODE_28034_length_281_cov_0.659574	281	2.16031	2.16031	0.135643
NODE_28035_length_281_cov_0.659574	281	3.43511	3.43511	1.24768
NODE_28036_length_281_cov_0.659574	281	2.46565	2.46565	0.250734
NODE_28037_length_281_cov_0.654255	281	1.87786	1.87786	3.23112
NODE_28038_length_281_cov_0.648936	281	2.14504	2.14504	0.124956
NODE_28039_length_281_cov_0.617021	281	4.41221	4.41221	2.01339
NODE_28040_length_281_cov_0.617021	281	2.72519	2.72519	0.200822
NODE_28041_length_281_cov_0.590426	281	3.48855	3.48855	1.3441
NODE_28042_length_281_cov_0.590426	281	2.00763	2.00763	0.223018
NODE_28043_length_281_cov_0.569149	281	3.70992	3.70992	0.65367
NODE_28044_length_281_cov_0.558511	281	4.61832	4.61832	6.7455
NODE_28045_length_281_cov_0.553191	281	2.16794	2.16794	0.925426
NODE_28046_length_281_cov_0.542553	281	5.61069	5.61069	3.85495
NODE_28047_length_281_cov_0.515957	281	2.87023	2.87023	1.28303
NODE_28048_length_281_cov_0.510638	281	2.0458	2.0458	0.197886
NODE_28049_length_281_cov_0.505319	281	4.40458	4.40458	1.78121
NODE_28050_length_281_cov_0.505319	281	1.67176	1.67176	0.652965
NODE_28051_length_281_cov_0.5	281	2.51908	2.51908	1.29771
NODE_28052_length_281_cov_0.5	281	1.33588	1.33588	0.255549
NODE_28053_length_281_cov_0.494681	281	1.9542	1.9542	1.07481
NODE_28054_length_281_cov_0.494681	281	3.0916	3.0916	0.530006
NODE_28055_length_281_cov_0.489362	281	1.83206	1.83206	0.263887
NODE_28056_length_281_cov_0.473404	281	1.80153	1.80153	1.19108
NODE_28057_length_281_cov_0.468085	281	3.96183	3.96183	0.713916
NODE_28058_length_281_cov_0.452128	281	3.25191	3.25191	3.91298
NODE_28059_length_281_cov_0.441489	281	3.25954	3.25954	0.978274
NODE_28060_length_281_cov_0.393617	281	3.20611	3.20611	1.59565
NODE_28061_length_281_cov_0.382979	281	2.83206	2.83206	0.248503
NODE_28062_length_281_cov_0.170213	281	1.32824	1.32824	0.222196
NODE_28063_length_280_cov_52.1551	280	188.1	188.1	1179.55
NODE_28064_length_280_cov_31.8984	280	154.192	154.192	1277.82
NODE_28065_length_280_cov_6.31016	280	11.9308	11.9308	8.43703
NODE_28066_length_280_cov_2.72727	280	7.36154	7.36154	7.08533
NODE_28067_length_280_cov_2.63636	280	12.2385	12.2385	3.3613
NODE_28068_length_280_cov_2.49198	280	11.4538	11.4538	3.93971
NODE_28069_length_280_cov_2.35294	280	2.99231	2.99231	0.550328
NODE_28070_length_280_cov_2.3369	280	1.36923	1.36923	0.234705
NODE_28071_length_280_cov_2.16578	280	4.22308	4.22308	1.57001
NODE_28072_length_280_cov_1.97326	280	1.96154	1.96154	0.300835
NODE_28073_length_280_cov_1.86631	280	5.13846	5.13846	1.09696
NODE_28074_length_280_cov_1.85027	280	3.38462	3.38462	0.440072
NODE_28075_length_280_cov_1.83422	280	7.06923	7.06923	1.53781
NODE_28076_length_280_cov_1.81283	280	5.21538	5.21538	2.77495
NODE_28077_length_280_cov_1.70053	280	6.94615	6.94615	0.687001
NODE_28078_length_280_cov_1.70053	280	3.8	3.8	0.347287
NODE_28079_length_280_cov_1.62032	280	6.42308	6.42308	1.92039
NODE_28080_length_280_cov_1.54011	280	2.75385	2.75385	0.900178
NODE_28081_length_280_cov_1.42246	280	5.16154	5.16154	2.5706
NODE_28082_length_280_cov_1.37968	280	4.81538	4.81538	0.244723
NODE_28083_length_280_cov_1.36364	280	4.7	4.7	1.21938
NODE_28084_length_280_cov_1.34225	280	5.92308	5.92308	2.05605
NODE_28085_length_280_cov_1.34225	280	6.54615	6.54615	1.64514
NODE_28086_length_280_cov_1.32086	280	3.35385	3.35385	1.03661
NODE_28087_length_280_cov_1.31551	280	7.11538	7.11538	2.00984
NODE_28088_length_280_cov_1.24599	280	6.67692	6.67692	2.26691
NODE_28089_length_280_cov_1.23529	280	7.78462	7.78462	1.55015
NODE_28090_length_280_cov_1.2246	280	5.51538	5.51538	0.871856
NODE_28091_length_280_cov_1.18182	280	3.67692	3.67692	2.70101
NODE_28092_length_280_cov_1.17112	280	4.96923	4.96923	4.35564
NODE_28093_length_280_cov_1.16578	280	4.75385	4.75385	1.53584
NODE_28094_length_280_cov_1.12299	280	1.97692	1.97692	0.348302
NODE_28095_length_280_cov_1.11765	280	2.8	2.8	1.2
NODE_28096_length_280_cov_1.1016	280	0.707692	0.707692	0.208467
NODE_28097_length_280_cov_1.08021	280	4.80769	4.80769	0.745677
NODE_28098_length_280_cov_1.07487	280	4.82308	4.82308	1.01497
NODE_28099_length_280_cov_1.02139	280	7.37692	7.37692	3.04287
NODE_28100_length_280_cov_1.02139	280	2.96154	2.96154	0.176804
NODE_28101_length_280_cov_1.01604	280	4.33846	4.33846	0.954321
NODE_28102_length_280_cov_1.01604	280	2.9	2.9	0.834883
NODE_28103_length_280_cov_1.01604	280	4.3	4.3	1.45194
NODE_28104_length_280_cov_1.0107	280	4.07692	4.07692	1.49791
NODE_28105_length_280_cov_1.00535	280	3.06154	3.06154	0.740368
NODE_28106_length_280_cov_1	280	4.6	4.6	0.846513
NODE_28107_length_280_cov_1	280	4.35385	4.35385	5.90483
NODE_28108_length_280_cov_0.994652	280	6.67692	6.67692	1.70877
NODE_28109_length_280_cov_0.994652	280	4.26923	4.26923	0.802922
NODE_28110_length_280_cov_0.951872	280	4.15385	4.15385	1.3715
NODE_28111_length_280_cov_0.951872	280	2.26154	2.26154	0.876805
NODE_28112_length_280_cov_0.941176	280	4.01538	4.01538	0.883482
NODE_28113_length_280_cov_0.930481	280	3.39231	3.39231	0.410793
NODE_28114_length_280_cov_0.925134	280	0.384615	0.384615	0.238521
NODE_28115_length_280_cov_0.914439	280	10.2308	10.2308	3.18664
NODE_28116_length_280_cov_0.903743	280	4.43846	4.43846	0.589206
NODE_28117_length_280_cov_0.860963	280	5.04615	5.04615	2.63351
NODE_28118_length_280_cov_0.855615	280	2.71538	2.71538	0.592786
NODE_28119_length_280_cov_0.855615	280	3.38462	3.38462	0.316041
NODE_28120_length_280_cov_0.855615	280	4.4	4.4	0.458915
NODE_28121_length_280_cov_0.855615	280	3.61538	3.61538	0.998212
NODE_28122_length_280_cov_0.850267	280	3.06154	3.06154	0.461301
NODE_28123_length_280_cov_0.850267	280	5.33846	5.33846	1.07835
NODE_28124_length_280_cov_0.850267	280	4.92308	4.92308	0.490161
NODE_28125_length_280_cov_0.850267	280	2.6	2.6	0.784496
NODE_28126_length_280_cov_0.850267	280	2.5	2.5	1.56977
NODE_28127_length_280_cov_0.84492	280	3.04615	3.04615	0.447466
NODE_28128_length_280_cov_0.839572	280	4.23077	4.23077	1.34168
NODE_28129_length_280_cov_0.839572	280	2.82308	2.82308	0.332797
NODE_28130_length_280_cov_0.834225	280	2.91538	2.91538	1.30286
NODE_28131_length_280_cov_0.834225	280	0.769231	0.769231	0.178891
NODE_28132_length_280_cov_0.828877	280	0.984615	0.984615	0.790459
NODE_28133_length_280_cov_0.828877	280	2.91538	2.91538	0.465653
NODE_28134_length_280_cov_0.823529	280	2.88462	2.88462	0.381932
NODE_28135_length_280_cov_0.823529	280	2.76154	2.76154	1.51634
NODE_28136_length_280_cov_0.812834	280	2.84615	2.84615	0.658317
NODE_28137_length_280_cov_0.807487	280	2.66154	2.66154	0.334168
NODE_28138_length_280_cov_0.796791	280	3.83846	3.83846	1.02021
NODE_28139_length_280_cov_0.796791	280	2.87692	2.87692	0.434347
NODE_28140_length_280_cov_0.791444	280	3.96923	3.96923	0.960286
NODE_28141_length_280_cov_0.791444	280	5.14615	5.14615	0.342815
NODE_28142_length_280_cov_0.775401	280	4.47692	4.47692	0.716519
NODE_28143_length_280_cov_0.775401	280	2.58462	2.58462	0.911389
NODE_28144_length_280_cov_0.775401	280	3.73846	3.73846	2.48921
NODE_28145_length_280_cov_0.759358	280	3.38462	3.38462	1.24627
NODE_28146_length_280_cov_0.754011	280	4.99231	4.99231	1.48056
NODE_28147_length_280_cov_0.737968	280	2.84615	2.84615	0.673822
NODE_28148_length_280_cov_0.73262	280	3.92308	3.92308	0.335122
NODE_28149_length_280_cov_0.71123	280	4.86923	4.86923	1.37036
NODE_28150_length_280_cov_0.695187	280	3.29231	3.29231	1.09219
NODE_28151_length_280_cov_0.684492	280	3.79231	3.79231	1.53017
NODE_28152_length_280_cov_0.684492	280	3.4	3.4	0.396899
NODE_28153_length_280_cov_0.684492	280	3.23846	3.23846	0.40006
NODE_28154_length_280_cov_0.684492	280	2.58462	2.58462	0.244723
NODE_28155_length_280_cov_0.679144	280	2.40769	2.40769	1.09606
NODE_28156_length_280_cov_0.679144	280	3.00769	3.00769	0.612344
NODE_28157_length_280_cov_0.679144	280	2.29231	2.29231	0.208467
NODE_28158_length_280_cov_0.679144	280	2.05385	2.05385	0.718007
NODE_28159_length_280_cov_0.673797	280	2.56923	2.56923	0.402147
NODE_28160_length_280_cov_0.673797	280	2.74615	2.74615	0.811032
NODE_28161_length_280_cov_0.673797	280	3.74615	3.74615	0.454443
NODE_28162_length_280_cov_0.673797	280	3.16154	3.16154	0.911687
NODE_28163_length_280_cov_0.673797	280	1.66923	1.66923	0.223077
NODE_28164_length_280_cov_0.673797	280	3.02308	3.02308	0.720394
NODE_28165_length_280_cov_0.673797	280	2.94615	2.94615	0.997079
NODE_28166_length_280_cov_0.668449	280	3.82308	3.82308	1.82117
NODE_28167_length_280_cov_0.668449	280	3.46154	3.46154	1.42874
NODE_28168_length_280_cov_0.668449	280	2.54615	2.54615	1.11801
NODE_28169_length_280_cov_0.668449	280	1.68462	1.68462	0.264103
NODE_28170_length_280_cov_0.668449	280	2.08462	2.08462	0.29511
NODE_28171_length_280_cov_0.663102	280	1.95385	1.95385	1.02111
NODE_28172_length_280_cov_0.657754	280	3.86923	3.86923	0.7192
NODE_28173_length_280_cov_0.657754	280	1.88462	1.88462	0.102862
NODE_28174_length_280_cov_0.657754	280	2.04615	2.04615	0.431962
NODE_28175_length_280_cov_0.652406	280	1.98462	1.98462	0.542397
NODE_28176_length_280_cov_0.647059	280	3.15385	3.15385	0.797854
NODE_28177_length_280_cov_0.641711	280	2.13077	2.13077	0.548657
NODE_28178_length_280_cov_0.641711	280	3.00769	3.00769	0.581337
NODE_28179_length_280_cov_0.636364	280	2.81538	2.81538	1.32999
NODE_28180_length_280_cov_0.631016	280	2.06923	2.06923	0.23548
NODE_28181_length_280_cov_0.631016	280	2.11538	2.11538	0.102862
NODE_28182_length_280_cov_0.620321	280	2.86154	2.86154	0.616339
NODE_28183_length_280_cov_0.614973	280	3.43846	3.43846	0.682229
NODE_28184_length_280_cov_0.609626	280	2.04615	2.04615	0.742039
NODE_28185_length_280_cov_0.609626	280	1.98462	1.98462	0.185808
NODE_28186_length_280_cov_0.604278	280	2.64615	2.64615	0.524985
NODE_28187_length_280_cov_0.593583	280	3.02308	3.02308	0.890935
NODE_28188_length_280_cov_0.593583	280	1.9	1.9	0.0906979
NODE_28189_length_280_cov_0.588235	280	2.95385	2.95385	0.323434
NODE_28190_length_280_cov_0.582888	280	2.9	2.9	0.276744
NODE_28191_length_280_cov_0.55615	280	2.33846	2.33846	0.22564
NODE_28192_length_280_cov_0.545455	280	3.6	3.6	1.29612
NODE_28193_length_280_cov_0.545455	280	2.53846	2.53846	0.250447
NODE_28194_length_280_cov_0.534759	280	2.05385	2.05385	0.516458
NODE_28195_length_280_cov_0.534759	280	3.13077	3.13077	0.79672
NODE_28196_length_280_cov_0.529412	280	1.87692	1.87692	0.263804
NODE_28197_length_280_cov_0.524064	280	2.70769	2.70769	0.720097
NODE_28198_length_280_cov_0.513369	280	1.73077	1.73077	0.198271
NODE_28199_length_280_cov_0.513369	280	2.40769	2.40769	0.243351
NODE_28200_length_280_cov_0.513369	280	2.20769	2.20769	0.351878
NODE_28201_length_280_cov_0.513369	280	1.66923	1.66923	0.223077
NODE_28202_length_280_cov_0.513369	280	2.53077	2.53077	0.250984
NODE_28203_length_280_cov_0.513369	280	2.68462	2.68462	0.667203
NODE_28204_length_280_cov_0.513369	280	2.11538	2.11538	0.567979
NODE_28205_length_280_cov_0.508021	280	6.06154	6.06154	0.988432
NODE_28206_length_280_cov_0.508021	280	3.05385	3.05385	0.547466
NODE_28207_length_280_cov_0.508021	280	1.61538	1.61538	0.238521
NODE_28208_length_280_cov_0.508021	280	2.51538	2.51538	0.468754
NODE_28209_length_280_cov_0.502674	280	1.78462	1.78462	0.666428
NODE_28210_length_280_cov_0.502674	280	3.53077	3.53077	0.530053
NODE_28211_length_280_cov_0.502674	280	1.67692	1.67692	0.220394
NODE_28212_length_280_cov_0.497326	280	1.76154	1.76154	0.183005
NODE_28213_length_280_cov_0.491979	280	2.92308	2.92308	2.44365
NODE_28214_length_280_cov_0.486631	280	1.73077	1.73077	0.198271
NODE_28215_length_280_cov_0.459893	280	4.25385	4.25385	1.33816
NODE_28216_length_280_cov_0.459893	280	2.16154	2.16154	0.493083
NODE_28217_length_280_cov_0.454545	280	3.03077	3.03077	1.0223
NODE_28218_length_280_cov_0.411765	280	1.64615	1.64615	0.230412
NODE_28219_length_280_cov_0.40107	280	4.67692	4.67692	0.670004
NODE_28220_length_280_cov_0.363636	280	1.86923	1.86923	0.11455
NODE_28221_length_280_cov_0.352941	280	2.25385	2.25385	0.547466
NODE_28222_length_279_cov_169.194	279	843.605	843.605	21568.9
NODE_28223_length_279_cov_3.53763	279	9.69767	9.69767	10.0251
NODE_28224_length_279_cov_3.12903	279	13.2791	13.2791	8.49963
NODE_28225_length_279_cov_2.69892	279	2.72868	2.72868	3.94925
NODE_28226_length_279_cov_2.17742	279	10.0233	10.0233	2.83539
NODE_28227_length_279_cov_2.16129	279	7.74419	7.74419	2.16061
NODE_28228_length_279_cov_2.0914	279	6.16279	6.16279	1.4186
NODE_28229_length_279_cov_2.04839	279	12.5504	12.5504	15.7338
NODE_28230_length_279_cov_1.95161	279	2.10853	2.10853	2.98813
NODE_28231_length_279_cov_1.83871	279	9.71318	9.71318	3.34678
NODE_28232_length_279_cov_1.83333	279	6.44961	6.44961	2.8744
NODE_28233_length_279_cov_1.78495	279	7.25581	7.25581	1.42624
NODE_28234_length_279_cov_1.76882	279	13.1473	13.1473	3.9547
NODE_28235_length_279_cov_1.75269	279	6.27132	6.27132	1.40237
NODE_28236_length_279_cov_1.67742	279	8.36434	8.36434	3.85841
NODE_28237_length_279_cov_1.54301	279	7.60465	7.60465	3.13154
NODE_28238_length_279_cov_1.53763	279	7.47287	7.47287	2.06371
NODE_28239_length_279_cov_1.53763	279	4.05426	4.05426	1.20797
NODE_28240_length_279_cov_1.52688	279	3.47287	3.47287	0.344961
